image_path,tag,ansible_core_version,python_version,rhel_version
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.10-1,2.17.10,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.11,2.17.11,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.1-1,2.17.1,3.11.7,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.11-1,2.17.11,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.12,2.17.12,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.12-1,2.17.12,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.13,2.17.13,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.13-3,2.17.13,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.1-5,2.17.1,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.2,2.17.2,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.2-2,2.17.2,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.3,2.17.3,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.3-1,2.17.3,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.4,2.17.4,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.4-3,2.17.4,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.5,2.17.5,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.5-4,2.17.5,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.6,2.17.6,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.6-1,2.17.6,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.7,2.17.7,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.7-1,2.17.7,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.7-3,2.17.7,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.8,2.17.8,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.8-1,2.17.8,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.8-3,2.17.8,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.9,2.17.9,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.9-1,2.17.9,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.9-3,2.17.9,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.9-5,2.17.9,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18,2.18.7,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.0,2.18.0,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.0-1,2.18.0,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.1,2.18.1,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.1-1,2.18.1,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.1-3,2.18.1,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.2,2.18.2,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.2-1,2.18.2,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.2-3,2.18.2,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.3,2.18.3,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.3-1,2.18.3,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.3-3,2.18.3,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.3-5,2.18.3,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.4,2.18.4,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.4-1,2.18.4,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.5,2.18.5,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.5-2,2.18.5,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.6,2.18.6,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.6-1,2.18.6,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.7,2.18.7,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.7-3,2.18.7,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,latest,,,
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,latest,,,
